id,classification,design_class,boltz2_complex_iplddt,boltz2_complex_pde,boltz2_complex_plddt,boltz2_ipsae,boltz2_iptm,boltz2_lis,boltz2_min_ipsae,boltz2_pdockq,boltz2_pdockq2,boltz2_plddt,boltz2_ptm,esmfold_plddt,isoelectric_point,molecular_weight,proteinmpnn_score,proteinmpnn_seq_recovery,redesigned_proteinmpnn_score,shape_complimentarity_boltz2_binder_ss,expression-yield,kd,koff,kon,score,vdw,elec,desolv,bsa,total
golden-swan-wave,Alpha Beta,Miniprotein,0.8827325701713562,0.602368950843811,0.8637775182723999,0.74942,0.9102145433425904,0.5612,0.54001,0.0183,0.0073,0.8730649352073669,0.8850399851799011,79.8666339869281,4.453642082214355,8669.531799999993,1.553,0.51794,0.95288,55.92691820012384,219.2392375208451,8.80832474263515e-10,0.0001648255891662,125554.793076016,-157.3521,-62.4197,-391.177,-16.697,2963.38,-453.5967
noble-ox-cedar,Alpha Beta,Miniprotein,0.8954206705093384,0.5316068530082703,0.8788794279098511,0.783988,0.933861255645752,0.5924,0.647418,0.0183,0.0073,0.8898758292198181,0.9006595611572266,82.13239130434775,4.477514457702637,8723.648599999993,1.5263,0.50128,0.9465,60.54355690592541,360.9322601422584,1.5168458005064402e-09,0.0002691386622006,141086.919234785,-180.8315,-89.7914,-365.051,-18.0299,3057.87,-454.8424
scarlet-cat-clay,Mainly Alpha,Other,0.8318688273429871,0.5970633029937744,0.8540061712265015,0.795319,0.9249429702758788,0.5801,0.759506,0.0183,0.0073,0.8681935667991638,0.9008236527442932,80.77849270664505,5.76645221710205,17533.207599999998,1.4497,0.5014000000000001,0.9286,59.80296267170336,245.1049102255436,2.65639265676241e-08,0.0004705236568303,17214.0633921586,-185.7672,-71.1831,-441.702,-26.2437,3706.87,-512.8851
quick-cat-iron,Mainly Beta,scFv,0.820414662361145,0.6992964744567871,0.8537940979003906,0.751252,0.8753014802932739,0.4806,0.708831,0.0183,0.0073,0.8580955862998962,0.8721071481704712,80.81293522267211,6.765170097351075,27162.992799999985,1.3121,0.6028,0.77354,50.46760436669413,112.39702341710552,8.22559467142773e-08,0.000835949896795,10162.7898065387,-144.2513,-89.3534,-170.944,-20.7091,3611.66,-260.2974
small-orca-plume,Mainly Alpha,Other,0.8432864546775818,0.5227855443954468,0.8518227338790894,0.724528,0.8817521929740906,0.494,0.469675,0.0183,0.0073,0.8578085899353027,0.9188295602798462,80.4156327543425,5.032319831848144,11425.920999999991,1.7097,0.47731,0.8958,50.09182610422707,495.7776299999998,7.38051229949404e-08,0.0005264664832499,7249.24015005967,-143.1635,-52.8231,-260.615,-38.2174,2819.58,-313.4381
young-ram-rose,Mainly Alpha,Other,0.7888314723968506,0.5804547667503357,0.8366484045982361,0.704943,0.8773435354232788,0.4512,0.673603,0.0183,0.0073,0.8447874188423157,0.8990014791488647,84.70195060164673,4.785468101501464,27482.92310000001,1.3179,0.54752,0.92977,54.780092604068,443.47658922862047,8.62649452605243e-08,0.0007557545709347,10786.1610751571,-197.4898,-89.1369,-472.872,-13.7785,3829.39,-562.0089
amber-tiger-dust,Mainly Alpha,Other,0.7521799206733704,0.7972796559333801,0.8381912708282471,0.394436,0.7150353789329529,0.1571,0.306999,0.0183,0.0073,0.8135601282119751,0.8283851742744446,83.96860739979448,4.652976417541503,27639.61350000005,1.3846,0.55359,0.97327,45.8223315702221,499.71943253427656,1.15888039377575e-07,0.0006547565898372,7500.5313981101,-118.7968,-59.1648,-161.898,-27.2524,3726.01,-221.0628
noble-cat-pearl,Mainly Alpha,Other,0.8188485503196716,0.7589786052703857,0.8256848454475403,0.789084,0.8931224942207336,0.5365,0.603743,0.0183,0.0073,0.83917236328125,0.8661532402038574,82.37588438308887,4.577835273742676,16461.7869,1.3855,0.5733900000000001,0.8457399999999999,49.31388620616565,183.737078465706,2.36062367891398e-07,0.0015555006037052,5953.994158754,-201.6684,-85.6566,-418.465,-32.3188,3621.96,-504.1216
green-raven-quartz,Mainly Alpha,Other,0.8919413089752197,0.8207659125328064,0.8780632615089417,0.784296,0.8975394368171692,0.5221,0.659061,0.0183,0.0073,0.8819584846496582,0.8549321889877319,87.66663669064747,5.012994575500487,16163.38769999999,0.98,0.65961,0.6573699999999998,60.83136123998152,538.131350899062,2.38979517695006e-08,0.0003506585646581,15555.0305932374,-143.4145,-93.4783,-328.073,15.6784,3242.08,-421.5513
frozen-gecko-leaf,Mainly Alpha,Other,0.8963764309883118,0.4616650342941284,0.8977422714233398,0.830479,0.9363626837730408,0.5906,0.723247,0.0183,0.0073,0.905466377735138,0.9232263565063475,89.25570270270272,5.009982109069824,10574.367299999987,1.2873,0.56,0.8956399999999999,59.18944661552934,470.23101899999966,1.1002983571751e-07,0.0008918479447455,5747.47044880097,-173.073,-87.8831,-460.512,6.91245,2711.63,-548.3951
green-vole-quartz,Alpha Beta,Other,0.7413656711578369,0.9053282737731934,0.8148057460784912,0.300166,0.65767502784729,0.0757,0.137137,0.0183,0.0073,0.7833796143531799,0.8359957933425903,68.42044758539446,5.0123693466186525,12794.06719999999,1.302,0.44372,0.8395999999999999,45.769540753134,204.98704493106,2.59845897801782e-08,0.000503663927853,12748.0867035245,-142.811,-80.3674,-414.39,20.4344,2731.04,-494.7574
soft-lynx-oak,Mainly Beta,Other,0.869657576084137,1.002537727355957,0.8552627563476562,0.474849,0.7574287056922913,0.2409,0.306495,0.0183,0.0073,0.8356959223747253,0.8161430954933167,75.62101134215486,6.14164638519287,15419.638199999985,1.3545,0.53522,0.77868,54.83483011665879,147.6657747432241,5.02106984607159e-08,0.0014871069472702,24697.7667336368,-155.9062,-61.1289,-392.497,-16.2779,2989.96,-453.6259
silent-swan-jade,Alpha Beta,Other,0.8833742737770081,0.728180468082428,0.8680373430252075,0.743286,0.8906033039093018,0.4766,0.618835,0.0183,0.0073,0.8725506067276001,0.8693962693214417,85.45897204688904,7.576717185974122,15814.893099999994,1.3272,0.52917,0.79209,63.38969540128727,594.2640371898451,7.96104095473142e-09,0.0018759149207914,248669.08976822,-181.7358,-90.9195,-355.741,-19.6681,2857.15,-446.6605
brisk-bee-moss,Alpha Beta,Other,0.8830305337905884,0.5826719403266907,0.8616366982460022,0.775868,0.9181761145591736,0.5364,0.725688,0.0183,0.0073,0.8729445338249207,0.905729591846466,84.00317850637514,5.39074649810791,15640.66889999999,1.3915,0.52477,0.78877,56.93343084820178,62.87488802115028,6.135723271252921e-09,0.0007063731902229,201524.315760725,-178.4477,-50.4573,-573.77,-13.2364,2955.35,-624.2273
crimson-lynx-ice,Alpha Beta,Other,0.8955894112586975,0.7674680948257446,0.8728531002998352,0.781482,0.8984197974205017,0.4986,0.65897,0.0183,0.0073,0.8779664039611816,0.8602298498153687,85.49570224719096,5.129571342468262,15617.671999999991,1.3559,0.54668,0.8003599999999998,63.0655376122708,175.66071497516018,5.733529297607061e-09,0.0007793822264086,135934.114217209,-149.7903,-51.8322,-416.328,-14.6925,2871.38,-468.1602
lunar-mole-fern,Alpha Beta,Other,0.8672904968261719,0.4528460204601288,0.8471033573150635,0.78151,0.9021562933921814,0.4841,0.650926,0.0183,0.0073,0.8581139445304871,0.9321295619010924,83.69983511154223,5.631232261657714,15645.647199999992,1.4588,0.5058300000000001,0.7532900000000001,59.710140546773125,81.17828603504917,4.48458523651077e-10,0.0002474324223707,502162.628913642,-143.751,-57.8632,-379.837,-9.92044,2916.63,-437.7002
frozen-bear-flint,Mainly Alpha,Other,0.8741510510444641,0.5218339562416077,0.8914713859558105,0.906974,0.958970546722412,0.5734,0.906974,0.0183,0.0073,0.9049712419509888,0.9221316576004028,81.6333004318322,4.800359916687013,23119.300599999988,1.5474,0.48954,0.7656400000000001,60.025750055688974,276.36045177961955,2.40046965638404e-08,0.0001511164263949,7704.38615622457,-424.017,-274.224,-507.349,-48.3232,8274.77,-781.573
young-quail-clay,Mainly Alpha,Other,0.814399778842926,0.5742401480674744,0.8464065790176392,0.884697,0.9513532519340516,0.5383,0.884697,0.0183,0.0073,0.8673958778381348,0.9164748787879944,83.24441367118449,4.459837532043457,24234.041000000005,1.4762,0.5181899999999999,0.85793,55.61445920737451,402.1692110911292,9.57341113689309e-10,0.0001109782043147,29574.0266692389,-408.3087,-206.557,-682.943,-65.1631,8238.48,-889.5
shy-eagle-fern,Mainly Alpha,Other,0.8285303115844727,0.6066191792488098,0.8613398671150208,0.877738,0.9498586058616638,0.5873,0.877738,0.0183,0.0073,0.8790435791015625,0.9137750267982484,87.0971030993042,4.3745222091674805,22848.55009999998,1.3348,0.5322700000000001,0.7482900000000001,58.48507448776028,177.86490168191153,1.1536467634764202e-09,0.0002015458019363,147404.896782464,-368.7215,-180.203,-806.075,-27.3035,6923.16,-986.278
gentle-raven-rose,Mainly Alpha,Other,0.6585747003555298,0.9858089685440063,0.744297206401825,0.334399,0.6988423466682434,0.2901,0.334399,0.0183,0.0073,0.7352062463760376,0.780796229839325,69.99630748112548,9.271214485168455,21534.434000000005,2.3275,0.2694299999999999,0.97067,54.65304303266446,404.78805277584,4.65230640705699e-07,0.0008047701415631,2483.92292798099,-224.247,-139.822,-306.908,-23.0434,7847.1,-446.73
solid-gecko-willow,Mainly Beta,scFv,0.7564941644668579,1.2762597799301147,0.8001071214675903,0.770574,0.7692767381668091,0.5169,0.496777,0.0183,0.0073,0.7939410209655762,0.7197167277336121,80.137303679297,5.251945686340331,25818.33780000001,1.384,0.53526,0.9926299999999998,54.59153150498642,123.3393806925316,5.5534363301209104e-09,0.0001278106918231,11601.5747830797,-196.7537,-116.138,-186.818,-43.2521,4385.34,-302.956
radiant-shark-birch,Alpha Beta,Other,0.8684031963348389,0.5200826525688171,0.852275013923645,0.757422,0.9031878113746644,0.4893,0.666703,0.0183,0.0073,0.8624575734138489,0.9191294312477112,84.36451127819547,7.582855796813965,15643.82339999999,1.3825,0.53208,0.7748199999999998,62.80830884307947,81.17114945566729,3.7848888960951605e-09,0.0014796352733024,446161.686670423,-201.0393,-87.4349,-455.735,-22.4574,2956.44,-543.1699
scarlet-raven-maple,Alpha Beta,Other,0.8731990456581116,0.7401901483535767,0.8531096577644348,0.800953,0.9123947620391846,0.5337,0.706926,0.0183,0.0073,0.8649666905403137,0.8699306845664978,83.176180995475,5.6311754226684565,15725.731799999994,1.4554,0.5123800000000001,0.75793,62.0377252500713,330.0296644412333,4.65851129960543e-10,0.0001803066929624,603222.511763411,-189.0128,-81.1626,-463.436,-15.163,3106.45,-544.5986
shy-panda-lotus,Alpha Beta,Other,0.8872754573822021,0.5284871459007263,0.8780247569084167,0.748757,0.8915503621101379,0.4631,0.635831,0.0183,0.0073,0.8807298541069031,0.90969580411911,85.03443140794221,8.250873374938966,15799.881699999994,1.3646,0.52406,0.7832200000000001,64.91350510778827,354.14816585901195,6.9449918240618306e-09,0.0016771683138765,230639.017426781,-200.1615,-91.2816,-436.793,-21.5213,2901.35,-528.0746
steady-eagle-moss,Alpha Beta,Other,0.876193642616272,0.881156861782074,0.8557217121124268,0.674983,0.8230962157249451,0.4029,0.481586,0.0183,0.0073,0.8491966128349304,0.8518890142440796,83.82205607476645,5.835511589050292,15651.817399999993,1.3652,0.5313500000000001,0.78166,64.2147779324301,55.14247164317308,3.2187848041319e-08,0.0007200475830164,55166.7675518559,-150.677,-60.3858,-372.535,-15.7842,2811.17,-432.9208
soft-panda-snow,Mainly Beta,scFv,0.7975665330886841,0.5473661422729492,0.8329392671585083,0.730247,0.8846261501312256,0.4572,0.712981,0.0183,0.0073,0.8432766199111938,0.9080631136894226,81.52514285714301,6.765170097351075,27063.86019999999,1.3044,0.6019999999999999,0.76774,54.67575782445984,151.099999868485,8.0262641453634e-10,0.0001129817597525,95058.5594354749,-50.8882,-5.57575,-179.948,-9.32286,2590.01,-185.52375
shy-ibis-stone,Mainly Beta,scFv,0.7536415457725525,0.9821513295173644,0.8233183026313782,0.470453,0.6535664200782776,0.1652,0.290363,0.0183,0.0073,0.7893679141998291,0.7725776433944702,85.527707070707,6.131188011169433,26538.04599999998,1.2466,0.6095999999999999,0.70062,52.26088428582796,97.06859178853443,1.48974869021639e-08,0.0002727497456993,20806.0164400461,-178.5776,-126.576,-215.621,-8.87742,4495.27,-342.197
frozen-yak-granite,Mainly Beta,scFv,0.839961051940918,0.5709092020988464,0.8506338596343994,0.712636,0.8369356989860535,0.4118,0.640617,0.0183,0.0073,0.8478941917419434,0.8880079984664917,84.69620117710015,6.131188011169433,26536.07309999998,1.2423,0.6095999999999999,0.7000000000000001,62.45507031731893,132.30397056137352,2.47891870676426e-08,0.0004339759700171,17535.885218353,-104.755,-57.2322,-151.9,-17.1428,1972.22,-209.1322
silver-bee-leaf,Mainly Beta,scFv,0.8130715489387512,0.6754525899887085,0.864709734916687,0.603212,0.7989435791969299,0.3461,0.548323,0.0183,0.0073,0.8515564799308777,0.8624897599220276,86.27325999999995,5.353516960144043,26671.193299999984,1.2421,0.6159999999999999,0.70361,59.10967822308337,171.49948136252766,4.84037797695395e-08,0.00078300899453,16391.9336296236,-99.6829,-64.6951,-174.912,-0.005405777,2838.02,-239.6071
noble-gecko-marble,Alpha Beta,Other,0.8721454739570618,0.6640164256095886,0.8559746146202087,0.790585,0.9211466908454896,0.5504,0.728416,0.0183,0.0073,0.8690090179443359,0.8814535140991211,84.40351868732907,5.375797843933106,15602.74979999999,1.4744,0.4898,0.7731399999999999,55.25860666074514,58.11122731326403,1.35383139252497e-08,0.0007668903021945,59998.1863177409,-109.2326,-21.8037,-387.63,-9.9029,2948.63,-409.4337
frozen-jaguar-onyx,Alpha Beta,Other,0.8663889765739441,0.6599889397621155,0.8446344137191772,0.685319,0.8775783181190491,0.441,0.56745,0.0183,0.0073,0.8512231707572937,0.8895966410636902,82.39134957825677,5.845287895202636,15642.765999999992,1.4566,0.5102,0.80487,58.01364996852752,59.77611517629824,6.763551112961431e-09,0.0005468469177336,69370.2411311477,-164.7268,-63.7366,-406.173,-19.7556,2860.63,-469.9096
solid-hawk-quartz,Mainly Alpha,Miniprotein,0.7611086964607239,0.5975643396377563,0.834593653678894,0.185849,0.5975267887115479,0.0768,0.065682,0.0183,0.0073,0.7871803045272827,0.8763799667358398,92.92731060606047,8.34222507476807,7907.029299999997,1.3997,0.44875,0.8705600000000002,51.03032537276777,306.9236394323144,6.23935460862555e-08,0.0004374714047694,7412.84247570337,-58.6652,-31.3567,-66.1223,-14.084,1853.71,-97.479
dark-ibis-vine,Alpha Beta,Miniprotein,0.7914007902145386,0.8390452265739441,0.8242959976196289,0.221942,0.5920363068580627,0.0426,0.054991,0.0183,0.0073,0.7778440713882446,0.8511408567428589,92.75263157894736,8.341967201232912,7572.357600000001,1.2398,0.5466700000000001,0.82399,42.48126399131129,380.17072800000005,2.11784330452892e-07,0.0022726791665044,10731.1015958753,-50.3595,-42.148,-14.3492,-5.34163,1586.47,-56.49720000000001
noble-swan-clay,Mainly Alpha,Other,0.8374165892601013,0.3809672892093658,0.875027596950531,0.916855,0.9620020389556884,0.5696,0.916855,0.0183,0.0073,0.8924224972724915,0.9309320449829102,85.237597323601,4.4691591262817365,23531.376300000007,1.4016,0.55635,0.68932,59.59547692612646,115.48478585209796,3.12281204596121e-08,0.0002927429533758,15404.1922344357,-336.4617,-170.341,-635.138,-39.0931,7608.63,-805.479
steady-eagle-oak,Mainly Alpha,Other,0.877054750919342,0.5085693001747131,0.8927239775657654,0.863284,0.9103566408157348,0.5889,0.787987,0.0183,0.0073,0.8962505459785461,0.9202420711517334,86.15856106408708,4.492349433898925,24211.68330000001,1.4296,0.5213599999999999,0.68495,59.79650488365776,184.721731506864,7.82424707718763e-08,0.0014347943662947,33137.1888041303,-347.8382,-161.794,-582.917,-69.4608,6976.1,-744.711
swift-ibis-sand,Mainly Alpha,Other,0.8426511287689209,0.6245298981666565,0.8668433427810669,0.852759,0.9393279552459716,0.5452,0.852759,0.0183,0.0073,0.8813402056694031,0.8956120014190674,78.11668539325842,4.602048683166504,23788.897700000005,1.419,0.51907,0.7651199999999999,61.76824402622842,116.52349958418397,1.33612339125772e-08,0.0003541511035209,114641.097697408,-314.0983,-130.766,-542.115,-74.9093,6767.1,-672.881
gentle-bison-marble,Mainly Alpha,Other,0.8233093023300171,0.5554301738739014,0.8580658435821533,0.843558,0.9349384903907776,0.54,0.843558,0.0183,0.0073,0.8734403848648071,0.919880986213684,74.93548042704622,4.601821327209472,23794.796299999995,1.726,0.44819,0.8142400000000002,59.6762823312563,140.87145717193877,1.42281751508607e-08,0.0001969972969351,9794.62059099383,-393.3529,-193.806,-753.073,-48.9323,8559.51,-946.879
dark-boar-ice,Mainly Alpha,Other,0.8409677147865295,0.5694687366485596,0.8673403859138489,0.823307,0.9240424633026124,0.4675,0.823307,0.0183,0.0073,0.8786808252334595,0.8968530297279358,71.30440366972479,4.373896980285645,24632.27820000003,1.5816,0.4904599999999999,0.8160299999999999,60.40455441183499,593.6353120779888,5.687686170773051e-09,3.0869345371648e-05,5427.39955138072,-551.7828,-308.29,-818.652,-79.7624,9488.17,-1126.942
golden-raven-fern,Mainly Alpha,Other,0.8757659196853638,0.7737007737159729,0.8820815682411194,0.807458,0.8979009389877319,0.5179,0.722978,0.0183,0.0073,0.8852454423904419,0.8609640002250671,87.76189156626509,4.351047706604004,23598.511400000003,1.1227,0.6127400000000001,0.54037,58.22956979343223,612.6666067517594,1.20002326693451e-07,0.0013844751611297,10312.1489468496,-205.1889,-85.2835,-575.46,-4.81336,3795.83,-660.7435
dark-yak-snow,Mainly Beta,Peptide,0.8250992298126221,0.4888601005077362,0.849302351474762,0.794763,0.9407498240470886,0.5748,0.631575,0.0183,0.0073,0.8675918579101562,0.9283562302589417,82.97717741935487,8.065526771545407,7490.513300000002,1.2342,0.5790900000000001,0.82225,48.436157392567445,377.715399,3.26426069600762e-08,0.0003613051157095,10995.5650614511,-125.5592,-61.3651,-276.461,-8.90186,2244.29,-337.8261
rapid-cat-plume,Mainly Beta,Peptide,0.7894492149353027,0.6653485894203186,0.8169403672218323,0.805858,0.9432427287101746,0.5976,0.661845,0.0183,0.0073,0.8422008752822876,0.8979223370552063,81.72830188679242,5.283718681335448,7157.054900000003,1.2803,0.6313599999999999,0.82166,55.67384277035292,367.7116470000001,5.38336407498334e-08,0.0005027504314202,15165.6416876196,-119.8936,-58.351,-243.751,-12.7924,2152.02,-302.102
pale-cat-plume,Mainly Alpha,Miniprotein,0.8694634437561035,0.7704117894172668,0.8524904251098633,0.864076,0.9306803345680236,0.6032,0.649691,0.0183,0.0073,0.8681284189224243,0.858354389667511,83.87097744360904,5.302191352844238,9448.782499999992,1.6512,0.41827,1.11576,65.39248470465449,436.4634749999997,6.35268987883547e-08,0.000642077873217,9978.84704776766,-166.3918,-94.1927,-338.412,-4.51674,3149.0,-432.6047
golden-bison-reed,Mainly Alpha,Miniprotein,0.8831131458282471,0.4726998507976532,0.8858503699302673,0.843788,0.9358406066894532,0.5872,0.682624,0.0183,0.0073,0.8958484530448914,0.9320043325424194,81.97984472049689,4.757673835754394,9147.357499999993,1.7577,0.39511,1.1096499999999998,58.078303211235415,427.4207249999997,1.72681059929511e-07,0.0005448339138356,4616.43660211025,-186.4114,-108.12,-383.395,-1.61242,3303.87,-491.515
wild-bee-orchid,Mainly Alpha,Other,0.8822301626205444,0.5699945688247681,0.9020108580589294,0.788801,0.9012741446495056,0.5388,0.660431,0.0183,0.0073,0.9018635153770448,0.9048736691474916,84.6601785714286,5.251377296447752,14296.419399999995,1.1342,0.62344,0.8666599999999999,62.0330088658674,580.6387694145251,1.57509225875757e-07,0.0005833915954697,3312.70605806304,-145.6124,-103.415,-136.495,-14.8984,3077.43,-239.91000000000005
silver-raven-moss,Mainly Alpha,Other,0.8652492165565491,0.7216428518295288,0.8737573027610779,0.813689,0.9229267835617064,0.5096,0.682354,0.0183,0.0073,0.8835911750793457,0.8592958450317383,81.21288235294122,5.354710578918457,12383.083999999992,1.5692,0.38942,0.8719300000000002,50.37253726428192,158.5585982127513,1.21757345363404e-07,0.0015395475361268,12644.3914453931,-140.9232,-83.7451,-105.049,-36.1683,2448.44,-188.7941
noble-toad-bronze,Mainly Alpha,Miniprotein,0.8007069230079651,0.7275369167327881,0.8343866467475891,0.788836,0.9241186380386353,0.5262,0.61944,0.0183,0.0073,0.8523330688476562,0.8797709345817566,82.51747933884295,4.78165988922119,10491.98769999999,1.5686,0.48539,0.90106,57.20453609897855,145.03853990649148,7.88707100400444e-08,0.0006667340878123,18287.2984709497,-188.3763,-96.8907,-293.499,-32.7858,3229.36,-390.3897
shy-otter-jade,Mainly Alpha,Miniprotein,0.8859808444976807,0.8806985020637512,0.8806251883506775,0.822623,0.91242778301239,0.5673,0.584239,0.0183,0.0073,0.886985719203949,0.8473260998725891,83.59600315955764,5.243078804016112,9148.48989999999,1.6506,0.36219,1.0875,63.17935187189237,427.45469699999967,1.47510070384577e-08,0.0008960387806396,42707.0306736195,-166.2611,-93.8326,-344.098,-3.60891,3203.65,-437.9306
steady-mole-iron,Mainly Alpha,Miniprotein,0.8615143299102783,0.7008876204490662,0.859447181224823,0.827169,0.9177891612052916,0.5937,0.594754,0.0183,0.0073,0.8711156249046326,0.8693738579750061,85.22599999999993,7.7497350692749025,8897.133299999992,1.6805,0.3353899999999999,1.0769799999999998,55.02117329362831,232.70699689560743,3.97322866235415e-08,0.000232762774181,5292.59828268992,-137.5531,-81.5768,-269.135,-2.14933,3132.13,-350.7118
hollow-moth-frost,Mainly Alpha,Miniprotein,0.8693882822990417,0.8326061964035034,0.8524783253669739,0.837838,0.9114417433738708,0.575,0.575797,0.0183,0.0073,0.8642709851264954,0.837574303150177,86.40493650793651,5.202495765686035,9075.298199999992,1.5103,0.38291,1.06991,51.47402901423486,277.12060497649964,1.12589752696999e-07,0.0007748346796808,7214.3929968886,-205.4528,-98.92,-558.77,5.2212,3362.85,-657.6899999999999
silver-bear-ice,Mainly Alpha,Miniprotein,0.9021713733673096,0.6090241074562073,0.8978808522224426,0.800079,0.9219728112220764,0.5832,0.627889,0.0183,0.0073,0.9026992917060852,0.9048349857330322,86.70946341463413,5.856144142150878,8861.122799999994,1.6249,0.37927,1.03748,55.995813056286735,418.8336839999997,6.51642572632947e-08,0.0002374953773988,6007.47528714272,-184.4573,-90.8319,-447.022,-4.22095,3234.31,-537.8539
small-goat-stone,Mainly Alpha,Miniprotein,0.8619661331176758,0.4743319153785705,0.8485311269760132,0.828918,0.9292882680892944,0.5643,0.638982,0.0183,0.0073,0.8646826148033142,0.9331632256507874,86.047323943662,4.797631645202637,9071.14049999999,1.5462,0.3439299999999999,1.08779,59.62294270028959,373.7312556946558,3.86696550177925e-08,0.0003733220447559,10003.395582086,-190.183,-113.42,-324.923,-11.7784,3202.08,-438.343
